article,version_number,version,name,image,id,combat,size,attributes,hitpoints,att,str,def,mage,range,attbns,strbns,amagic,mbns,arange,rngbns,dstab,dslash,dcrush,dmagic,drange 
Corrupted Dark Beast,,,Corrupted Dark Beast,[[File:Corrupted Dark Beast.png|280px]],9048,258,3,,100,147,147,98,98,147,0,0,0,0,81,132,0,0,0,0,0
Golem,,,Golem,[[File:Golem.png|160px]],9051,64,1,,14,,,,,,,,,,,,,,,,
Corrupted Hunllef,,,Corrupted Hunllef,[[File:Corrupted Hunllef.png|280px]],"9035,9036,9037,9038",894,5,,1000,240,240,240,240,240,90,112,90,112,90,112,20,20,20,20,20
Basilisk Knight,,,Basilisk Knight,[[File:Basilisk Knight.png|280px]],9293,204,3,,300,186,186,186,186,1,0,0,0,0,0,0,30,30,0,30,0
Basilisk Youngling,,,Basilisk Youngling,[[File:Basilisk Youngling.png]],9282,57,1,,60,25,40,70,1,1,0,0,0,0,0,0,20,20,0,20,0
Basilisk Sentinel,,,Basilisk Sentinel,[[File:Basilisk Sentinel.png|280px]],9258,358,3,,520,274,274,274,274,1,12,0,0,12,0,0,50,50,10,50,10
Monstrous Basilisk (The Fremennik Exiles),,,Monstrous Basilisk,[[File:Monstrous Basilisk (The Fremennik Exiles).png]],"9287,9288",135,3,,170,88,98,130,1,1,0,0,0,0,0,0,35,35,0,35,0
Typhor,,,Typhor,[[File:Typhor.png|280px]],"9295,9296",218,3,,360,186,186,186,186,1,0,0,0,0,0,0,30,30,0,30,0
The Jormungand,,,The Jormungand,[[File:The Jormungand.png|280px]],"9289,9290,9291,9292",363,5,,600,214,214,214,214,214,0,0,0,0,0,0,50,50,10,50,50
The Nightmare,,,The Nightmare,[[File:The Nightmare.png|250px]],"9425,9426,9427,9428,9429,9430,9431,9432,9433,9460",814,5,,2400,150,150,150,150,150,140,128,140,64,140,64,120,180,40,600,600
Uyoro,,,Uyoro,[[File:Uyoro.png]],5260,149,,,,,,,,,,,,,,,,,,,
Oipuis,,,Oipuis,[[File:Oipuis.png]],5259,149,,,,,,,,,,,,,,,,,,,
Ouhai,,,Ouhai,[[File:Ouhai.png]],5261,149,,,,,,,,,,,,,,,,,,,
Uodai,,,Uodai,[[File:Uodai.png]],5262,149,,,,,,,,,,,,,,,,,,,
Riyl shadow (Temple Trekking),,,Riyl shadow,[[File:Riyl Shade.png|120px]],5631,80,1,"undead, spectral",76,87,56,60,50,50,0,0,0,0,0,0,0,0,0,0,0
Asyn shadow (Temple Trekking),,,Asyn shadow,[[File:Asyn Shade.png|120px]],5632,110,1,"undead, spectral",94,110,96,80,50,50,0,0,0,0,0,0,0,0,0,0,0
Shade (Temple Trekking),,,Shade,[[File:Fiyr Shade.png|120px]],5633,140,1,"undead, spectral",115,130,136,100,50,50,0,0,0,0,0,0,0,0,0,0,0
Snake (Mos Le'Harmless),,,Snake,[[File:Snake (Mos Le'Harmless).png|200px]],1037,35,1,,25,25,25,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie (Entrana Dungeon),1,1,Zombie,[[File:Zombie (Level 25).png|150px]],64,25,1,undead,30,19,21,21,1,1,5,7,0,0,0,0,10,8,12,10,10
Zombie (Entrana Dungeon),2,2,Zombie,"[[File:Zombie (Level 25, 2).png|150px]]",65,25,1,undead,30,19,21,21,1,1,5,7,0,0,0,0,10,8,12,10,10
Zombie (Entrana Dungeon),3,3,Zombie,"[[File:Zombie (Level 25, 3).png|150px]]",66,25,1,undead,30,19,21,21,1,1,5,7,0,0,0,0,10,8,12,10,10
Zombie (Entrana Dungeon),4,4,Zombie,"[[File:Zombie (Level 25, 4).png|150px]]",67,25,1,undead,30,19,21,21,1,1,5,7,0,0,0,0,10,8,12,10,10
Zombie (Entrana Dungeon),5,5,Zombie,"[[File:Zombie (Level 25, 5).png|150px]]",68,25,1,undead,30,19,21,21,1,1,5,7,0,0,0,0,10,8,12,10,10
Baby red dragon (Construction),,,Baby red dragon,[[File:Baby red dragon (Construction) built.png|250px]],137,65,2,,65,55,55,55,1,1,0,0,0,0,0,0,30,50,50,40,30
Lesser demon (Melzar's Maze),,,Lesser demon,[[File:Lesser demon (Melzar's Maze).png|x300px]],3982,82,2,demon,79,68,70,71,1,1,0,0,0,0,0,0,0,0,0,-10,0
Ghost (Melzar's Maze),1,1,Ghost,[[File:Ghost (Melzar's Maze).png|x300px]],3975,19,1,"undead, spectral",25,13,13,18,1,1,0,0,0,0,0,0,5,5,5,-5,5
Ghost (Melzar's Maze),2,2,Ghost,"[[File:Ghost (Melzar's Maze, 2).png|x300px]]",3976,19,1,"undead, spectral",25,13,13,18,1,1,0,0,0,0,0,0,5,5,5,-5,5
Ghost (Melzar's Maze),3,3,Ghost,"[[File:Ghost (Melzar's Maze, 3).png|x300px]]",3977,19,1,"undead, spectral",25,13,13,18,1,1,0,0,0,0,0,0,5,5,5,-5,5
Ghost (Melzar's Maze),4,4,Ghost,"[[File:Ghost (Melzar's Maze, 4).png|x300px]]",3978,19,1,"undead, spectral",25,13,13,18,1,1,0,0,0,0,0,0,5,5,5,-5,5
Ghost (Melzar's Maze),5,5,Ghost,"[[File:Ghost (Melzar's Maze, 5).png|x300px]]",3979,19,1,"undead, spectral",25,13,13,18,1,1,0,0,0,0,0,0,5,5,5,-5,5
Pyrelord,1,1,Pyrelord,[[File:Pyrelord.png|120px]],6762,60,2,demon,80,60,40,30,1,1,0,0,0,0,0,0,10,10,10,0,10
Pyrelord,2,2,Pyrelord,[[File:Pyrelord (2).png|120px]],6795,60,2,demon,80,60,40,30,1,1,0,0,0,0,0,0,10,10,10,0,10
Husk,1,Magic,Husk,[[File:Husk (magic).png|250px]],9454,48,1,,20,1,1,20,80,80,0,0,0,0,0,0,20,20,20,80,80
Husk,2,Ranged,Husk,[[File:Husk (ranged).png|250px]],9455,48,1,,20,1,1,20,80,80,0,0,0,0,0,0,20,20,20,80,80
Parasite,1,Level 57,Parasite,[[File:Parasite (2).png|x250px]],9453,57,1,,40,1,1,40,60,60,0,0,12,26,12,26,50,70,10,100,100
Parasite,2,Level 86,Parasite,[[File:Parasite.png|x250px]],9452,86,1,,80,1,1,60,60,60,0,0,20,46,20,46,60,80,20,120,120
Yeti,,,Yeti,[[File:Yeti.png|250x250px]],2847,58,3,,,,,,,,,,,,,,,,,,
Infernal pyrelord,,,Infernal pyrelord,[[File:Infernal pyrelord.png|120px]],9465,134,2,demon,184,124,96,68,1,1,0,0,0,0,0,0,18,18,18,0,18
Phosani's Nightmare,,,Phosani's Nightmare,[[File:The Nightmare.png|250px]],"9416,9417,9418,9419,9420,9421,9422,9424,11153,11154,11155",1024,5,,3200,150,150,150,150,150,220,274,220,162,220,162,120,180,40,600,600
Sleepwalker (monster),1,1,Sleepwalker,[[File:Sleepwalker (1).png|120px]],9446,3,1,,10,1,1,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100
Sleepwalker (monster),2,2,Sleepwalker,[[File:Sleepwalker (2).png|120px]],9447,3,1,,10,1,1,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100
Sleepwalker (monster),3,3,Sleepwalker,[[File:Sleepwalker (3).png|120px]],9448,3,1,,10,1,1,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100
Sleepwalker (monster),4,4,Sleepwalker,[[File:Sleepwalker (4).png|120px]],9449,3,1,,10,1,1,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100
Sleepwalker (monster),5,5,Sleepwalker,[[File:Sleepwalker (5).png|120px]],9450,3,1,,10,1,1,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100
Sleepwalker (monster),6,6,Sleepwalker,[[File:Sleepwalker (6).png|120px]],9451,3,1,,10,1,1,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100
Sleepwalker (Phosani's Nightmare),,,Sleepwalker,[[File:Sleepwalker (Phosani's Nightmare).png|110px]],9470,3,1,,10,1,1,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100
Husk (Phosani's Nightmare),1,Magic,Husk,[[File:Husk (magic).png|250px]],9466,104,1,,20,1,1,20,80,0,0,0,168,82,0,0,20,20,20,80,80
Husk (Phosani's Nightmare),2,Ranged,Husk,[[File:Husk (ranged).png|250px]],9467,104,1,,20,1,1,20,0,80,0,0,0,0,168,82,20,20,20,80,80
Parasite (Phosani's Nightmare),1,Level 129,Parasite,[[File:Parasite.png|x250px]],9468,129,1,,80,1,1,60,60,60,0,0,84,102,85,102,60,80,20,120,120
Parasite (Phosani's Nightmare),2,Level 91,Parasite,[[File:Parasite (2).png|x250px]],9469,91,1,,55,1,1,40,60,60,0,0,44,62,44,62,50,70,10,100,100
Goblin lieutenant,1,Red,Goblin lieutenant,[[File:Goblin lieutenant (red).png|200px]],hist1128,75,,,,,,,,,,,,,,,,,,,
Goblin lieutenant,2,Blue,Goblin lieutenant,[[File:Goblin lieutenant (blue).png|200px]],hist1129,75,,,,,,,,,,,,,,,,,,,
Vyrewatch Sentinel,1,1,Vyrewatch Sentinel,[[File:Vyrewatch Sentinel (1).png|180px]],9756,151,1,vampyre3,150,120,160,180,120,120,0,0,0,0,0,0,0,0,0,0,0
Vyrewatch Sentinel,2,2,Vyrewatch Sentinel,[[File:Vyrewatch Sentinel (2).png|180px]],9757,151,1,vampyre3,150,120,160,180,120,120,0,0,0,0,0,0,0,0,0,0,0
Vyrewatch Sentinel,3,3,Vyrewatch Sentinel,[[File:Vyrewatch Sentinel (3).png|180px]],9760,151,1,vampyre3,150,120,160,180,120,120,0,0,0,0,0,0,0,0,0,0,0
Vyrewatch Sentinel,4,4,Vyrewatch Sentinel,[[File:Vyrewatch Sentinel (4).png|180px]],9762,151,1,vampyre3,150,120,160,180,120,120,0,0,0,0,0,0,0,0,0,0,0
Vyrewatch Sentinel,5,5,Vyrewatch Sentinel,[[File:Vyrewatch Sentinel (5).png|180px]],9763,151,1,vampyre3,150,120,160,180,120,120,0,0,0,0,0,0,0,0,0,0,0
Vyrewatch Sentinel,6,6,Vyrewatch Sentinel,[[File:Vyrewatch Sentinel (6).png|180px]],9759,151,1,vampyre3,150,120,160,180,120,120,0,0,0,0,0,0,0,0,0,0,0
Vyrewatch Sentinel,7,7,Vyrewatch Sentinel,[[File:Vyrewatch Sentinel (7).png|180px]],9758,151,1,vampyre3,150,120,160,180,120,120,0,0,0,0,0,0,0,0,0,0,0
Vyrewatch Sentinel,8,8,Vyrewatch Sentinel,[[File:Vyrewatch Sentinel (8).png|180px]],9761,151,1,vampyre3,150,120,160,180,120,120,0,0,0,0,0,0,0,0,0,0,0
Acidic Bloodveld,,,Acidic Bloodveld,[[File:Acidic Bloodveld.png|300px]],9573,56,1,,5,80,46,2,1,1,0,0,0,0,0,0,-100,-100,-100,-100,-100
Shadow Wyrm,1,Idle,Shadow Wyrm,[[File:Shadow Wyrm.png|250px]],10398,267,5,dragon,320,300,180,125,160,125,0,30,0,30,0,0,20,100,100,50,20
Shadow Wyrm,2,Attacking,Shadow Wyrm,[[File:Shadow Wyrm (attacking).png|200px]],10399,267,5,dragon,320,300,180,125,160,125,0,30,0,30,0,0,20,100,100,50,20
Spiked Turoth,,,Spiked Turoth,[[File:Spiked Turoth.png|250px]],10397,244,3,leafy,195,204,280,154,1,1,0,0,0,0,0,0,0,40,40,0,0
Guardian Drake,,,Guardian Drake,[[File:Guardian Drake.png|280px]],10400,386,5,dragon,630,270,280,200,300,240,0,12,0,0,40,0,60,100,100,20,150
Colossal Hydra,,,Colossal Hydra,[[File:Colossal Hydra.png|250px]],10402,309,5,dragon,750,1,1,100,250,250,0,0,0,0,0,0,100,200,200,200,20
Thrower troll (Trollheim),,,Thrower troll,[[File:Thrower Troll.png|150px]],"4135,4136,4137,4138,4139",68,1,,95,30,95,15,0,60,0,0,0,0,0,0,0,0,0,200,200
Sourhog,,,Sourhog,[[File:Sourhog.png|180px]],10435,37,3,,40,35,30,25,25,35,0,0,0,0,0,20,0,30,10,30,0
Rowdy Guard,,,Rowdy Guard,[[File:Rowdy Guard.png|120px]],4654,43,1,,,,,,,,,,,,,,,,,,
Smokedevil,,,Smokedevil,[[File:Smokedevil (historical).png|140px]],hist,93,1,,,,,,,,,,,,,,,,,,
Wolfman,,,Wolfman,,hist,88,1,,,,,,,,,,,,,,,,,,
Wolfwoman,,,Wolfwoman,,hist,88,1,,,,,,,,,,,,,,,,,,
Man (level 4),1,Normal,Man,[[File:Man (West Ardougne) 3.png|120px]],1118,4,1,,13,2,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0
Man (level 4),2,Unused,Man,"[[File:Man (Biohazard, unused).png|120px]]",1138,4,1,,13,2,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0
Hill Giant (Giants' Plateau),1,Brassard,Hill Giant,"[[File:Hill Giant (Giants' Plateau, 1).png|x300px]]",10374,28,2,,35,18,22,26,1,1,18,16,0,0,0,0,0,0,0,0,0
Hill Giant (Giants' Plateau),2,Hammer,Hill Giant,"[[File:Hill Giant (Giants' Plateau, 2).png|x300px]]",10375,28,2,,35,18,22,26,1,1,18,16,0,0,0,0,0,0,0,0,0
Hill Giant (Giants' Plateau),3,Singlet,Hill Giant,"[[File:Hill Giant (Giants' Plateau, 3).png|x300px]]",10376,28,2,,35,18,22,26,1,1,18,16,0,0,0,0,0,0,0,0,0
Chicken (Tutorial Island),,,Chicken,[[File:Chicken (Tutorial Island).png|120px]],3316,3,1,,3,,,,,,,,,,,,,,,,
Headless Beast,1,Normal,Headless Beast,[[File:Headless Beast.png|280px]],"10493,10506",82,3,undead,100,60,86,42,42,1,0,0,0,0,0,0,18,18,18,6,52
Headless Beast,2,Hard,Headless Beast (hard),[[File:Headless Beast.png|280px]],10492,233,3,undead,320,200,240,42,42,1,0,0,0,0,0,0,18,18,18,6,52
Avatar of Creation,,,Avatar of Creation,[[File:Avatar of Creation.png|200px]],10531,525,5,,1500,160,320,10,10,0,160,42,0,0,0,0,20,20,20,20,20
Avatar of Destruction,,,Avatar of Destruction,[[File:Avatar of Destruction.png|200px]],10532,525,5,,1500,160,320,10,10,0,160,42,0,0,0,0,20,20,20,20,20
Baby dragon (unused),,,Baby dragon,[[File:Baby dragon (unused).png|250px]],hist,48,2,,,,,,,,,,,,,,,,,,
Barbarian woman (historical),,,Barbarian woman,[[File:Barbarian woman (historical).png|100px]],hist,8,1,,,,,,,,,,,,,,,,,,
Witch (monster),1,Draynor Manor,Witch,[[File:Witch (unused 1).png|120px]],514,25,1,,10,,,,,,,,,,,,,,,,
Witch (monster),2,Al Kharid,Witch,[[File:Witch (unused 2).png|120px]],515,25,1,,10,,,,,,,,,,,,,,,,
Witch (monster),3,Draynor Manor updated,Witch,[[File:Witch (historical).png|120px]],3566,25,1,,10,,,,,,,,,,,,,,,,
Yrsa (Miscellania),,,Yrsa,[[File:Yrsa (Miscellania).png|120px]],3679,1,1,,,,,,,,,,,,,,,,,,
Forgotten Soul,1,1,Forgotten Soul,[[File:Forgotten Soul.png|130px]],10544,20,1,"undead, spectral",50,8,8,12,10,1,0,0,0,0,0,0,0,0,0,0,0
Forgotten Soul,2,2,Forgotten Soul,[[File:Forgotten Soul (2).png|150px]],10545,20,1,"undead, spectral",50,8,8,12,10,1,0,0,0,0,0,0,0,0,0,0,0
Troll (20th Anniversary event),,,Troll,[[File:Troll (20th Anniversary event).png|120px]],hist10588,N/A,,,,,,,,,,,,,,,,,,,
Lizard man (20th Anniversary event),,,Lizard man,[[File:Lizard man (20th Anniversary event).png|150px]],hist10587,N/A,,,,,,,,,,,,,,,,,,,
King black dragon (20th Anniversary event),,,King black dragon,[[File:King black dragon (20th Anniversary event).png|250px]],hist10579,N/A,,,,,,,,,,,,,,,,,,,
Black dragon (20th Anniversary event),,,Black dragon,[[File:Black dragon (20th Anniversary event).png|250px]],hist10576,N/A,,,,,,,,,,,,,,,,,,,
Blue dragon (20th Anniversary event),,,Blue dragon,[[File:Blue dragon (20th Anniversary event).png|250px]],hist10578,N/A,,,,,,,,,,,,,,,,,,,
Red dragon (20th Anniversary event),,,Red dragon,[[File:Red dragon (20th Anniversary event).png|250px]],hist10577,N/A,,,,,,,,,,,,,,,,,,,
Baby blue dragon (20th Anniversary event),,,Baby blue dragon,[[File:Baby blue dragon (20th Anniversary event).png|250px]],hist10580,N/A,,,,,,,,,,,,,,,,,,,
Lesser demon (20th Anniversary event),,,Lesser demon,[[File:Lesser demon (20th Anniversary event).png|150px]],hist10581,N/A,,,,,,,,,,,,,,,,,,,
Greater demon (20th Anniversary event),,,Greater demon,[[File:Greater demon (20th Anniversary event).png|250px]],hist10582,N/A,,,,,,,,,,,,,,,,,,,
Black demon (20th Anniversary event),,,Black demon,[[File:Black demon (20th Anniversary event).png|250px]],hist10583,N/A,,,,,,,,,,,,,,,,,,,
Scorpion (20th Anniversary event),,,Scorpion,[[File:Scorpion (20th Anniversary event).png|250px]],hist10584,N/A,,,,,,,,,,,,,,,,,,,
King Scorpion (20th Anniversary event),,,King Scorpion,[[File: King Scorpion (20th Anniversary event).png|250px]],hist10585,N/A,,,,,,,,,,,,,,,,,,,
Orc (20th Anniversary event),,,Orc,[[File:Orc (20th Anniversary event).png|150px]],hist10586,N/A,,,,,,,,,,,,,,,,,,,
Wolf (Soul Wars),,,Wolf,[[File:Wolf (Soul Wars).png]],10522,79,2,,80,85,75,30,30,1,0,0,0,0,0,0,10,10,10,10,10
Imp (unused),,,Imp,[[File:Imp (unused).png|220px]],hist,3,1,,,,,,,,,,,,,,,,,,
Guard (unused),,,Guard,[[File:Guard (unused).png|150px]],hist,22,1,,,,,,,,,,,,,,,,,,
Watchman (random event),,,Watchman,,hist,,1,,,,,,,,,,,,,,,,,,
Man (Canifis),,,Man,,hist,24,1,,,,,,,,,,,,,,,,,,
Woman (Canifis),,,Woman,,hist,24,1,,,,,,,,,,,,,,,,,,
Urium Shade,1,Shade,Urium Shade,[[File:Urium Shade.png|130px]],10589,140,1,"shade,undead,spectral",130,138,116,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Urium Shade,2,Shadow,Urium Shadow,[[File:Urium Shadow.png|250px]],6143,140,1,"shade,undead,spectral",130,138,116,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Undead Zealot,1,1,Undead Zealot,[[File:Undead Zealot.png|100px]],10591,34,1,,28,28,28,38,1,1,0,10,0,0,0,0,20,20,0,0,10
Undead Zealot,2,2,Undead Zealot,[[File:Undead Zealot (2).png|100px]],10592,34,1,,28,28,28,38,1,1,0,10,0,0,0,0,20,20,0,0,10
Forgotten Soul (Soul Wars),1,Level 46,Forgotten Soul,[[File:Forgotten Soul.png|130px]],"10523,10524,10534,10535",46,1,,50,50,40,20,20,1,0,0,0,0,0,0,10,10,10,10,10
Forgotten Soul (Soul Wars),2,Level 76,Forgotten Soul,[[File:Forgotten Soul (2).png|150px]],"10525,10526,10536,10537",76,1,,77,80,70,30,30,1,0,0,0,0,0,0,10,10,10,10,10
Cow (Nightmare Zone),1,Normal,Cow,[[File:Cow (Nightmare Zone).png|200px]],6401,2,2,,8,1,1,1,1,1,-15,-15,0,0,0,0,-21,-21,-21,-21,-21
Cow (Nightmare Zone),2,Hard,Cow (hard),[[File:Cow (hard) (Nightmare Zone).png|200px]],6340,170,2,,160,200,200,1,1,1,-15,-15,0,0,0,0,-21,-21,-21,-21,-21
Woman (historical),,,Woman,[[File:Woman (historical).png|120px]],3268,2,1,,7,1,1,1,1,1,0,0,0,0,0,0,-21,-21,-21,-21,-21
White Knight (Burthorpe),,,White Knight,[[File:White_Knight_Partisan.png|120px]],4114,36,1,,52,27,29,21,1,1,30,31,0,0,0,0,83,76,70,-11,74
Body Golem,1,Golem,Body Golem,[[File:Body Golem.png|250px]],10691,50,2,Golem,60,33,43,45,1,1,0,28,0,0,0,0,5,5,0,2,10
Body Golem,2,Rubble,Rubble,[[File:Rubble (Body Golem).png|280px]],10692,50,2,,60,33,43,45,1,1,0,28,0,0,0,0,5,5,0,2,10
Chaos Golem,1,Golem,Chaos Golem,[[File:Chaos_Golem.png|260px]],10689,70,2,golem,94,45,55,59,1,1,0,35,0,0,0,0,5,5,0,2,10
Chaos Golem,2,Rubble,Rubble,[[File:Rubble (Chaos Golem).png|280px]],10690,70,2,,94,45,55,59,1,1,0,35,0,0,0,0,5,5,0,2,10
Flawed Golem,1,Golem,Flawed Golem,[[File:Flawed_Golem.png]],10695,13,2,Golem,25,7,12,6,1,1,0,15,0,0,0,0,5,5,0,2,10
Flawed Golem,2,Rubble,Rubble,[[File:Rubble (Flawed Golem).png]],10696,13,2,,25,7,12,6,1,1,0,15,0,0,0,0,5,5,0,2,10
Mind Golem,1,Golem,Mind Golem,[[File:Mind_Golem.png]],10693,30,2,Golem,40,14,31,25,1,1,0,23,0,0,0,0,5,5,0,2,10
Mind Golem,2,Rubble,Rubble,[[File:Rubble (Mind Golem).png]],10694,30,2,None,40,14,31,25,1,1,0,23,0,0,0,0,5,5,0,2,10
Ancient Guardian,1,Golem,Ancient Guardian,[[File:Ancient Guardian.png]],"10654,10665",25,2,,40,25,33,25,1,1,20,50,0,0,0,0,40,40,0,5,30
Ancient Guardian,2,Rubble,Rubble,[[File:Rubble (Ancient Guardian).png]],10666,25,2,,40,25,33,25,1,1,20,50,0,0,0,0,40,40,0,5,30
Orc (historical),,,Orc,[[File:Orc (historical).png|180px]],hist2832,20,1,"<!-- if no monster attributes apply, remove this parameter -->",,,,,,,,,,,,,,,,,
Goblin (historical),1,Green (original),Goblin,"[[File:Goblin (green, historical v1).png|150px]]",677,5,1,"<!-- if no monster attributes apply, remove this parameter -->",,,,,,,,,,,,,,,,,
Goblin (historical),2,Red (original),Goblin,"[[File:Goblin (red, historical v1).png|150px]]",678,5,1,"<!-- if no monster attributes apply, remove this parameter -->",,,,,,,,,,,,,,,,,
Goblin (historical),3,Green (updated),Goblin,"[[File:Goblin (green, historical v3).png|150px]]",3048,5,1,"<!-- if no monster attributes apply, remove this parameter -->",,,,,,,,,,,,,,,,,
Goblin (historical),4,Red (updated),Goblin,"[[File:Goblin (red, historical v3).png|150px]]",3047,5,1,"<!-- if no monster attributes apply, remove this parameter -->",,,,,,,,,,,,,,,,,
Troll (historical),,,Troll,[[File:Troll.png|120px]],hist2833,69,1,"<!-- if no monster attributes apply, remove this parameter -->",,,,,,,,,,,,,,,,,
Xamphur,,,Xamphur,"[[File:Xamphur (monster, phantom hands).png|280px]]","10954, 10955",239,3,,450,0,0,100,140,0,0,0,20,12,0,0,180,180,180,260,30
Xamphur,,,Xamphur,[[File:Xamphur (monster).png|220px]],"10953, 10956",239,3,,450,0,0,100,140,0,0,0,20,12,0,0,180,180,180,260,30
Knight of Ardougne (unused),,,Knight of Ardougne,[[File:Knight of Ardougne (unused).png|150px]],3300,46,1,,,,,,,,,,,,,,,,,,
Goblin (Goblin Village),1,Red,Goblin,[[File:Goblin (red).png|250x250px]],"655, 656, 657, 658, 659, 660, 661",5,1,,12,3,1,4,1,1,12,12,0,0,0,0,0,0,0,0,0
Goblin (Goblin Village),2,Green,Goblin,[[File:Goblin (green).png|250x250px]],"662, 663, 664, 665, 666, 667, 668",5,1,,12,3,1,4,1,1,12,12,0,0,0,0,0,0,0,0,0
Goblin (Vault of War),1,Level 5,Goblin,"[[File:Goblin (level 5, Stronghold).png|250x250px]]",2484,5,1,,5,7,2,4,1,1,12,12,0,0,0,0,0,0,0,0,0
Goblin (Vault of War),2,Level 11,Goblin,[[File:Goblin (level 11).png|250x250px]],2486,11,1,,7,10,3,7,1,1,12,12,0,0,0,0,0,0,0,0,0
Goblin (Vault of War),3,Level 13,Goblin,"[[File:Goblin (level 13, SoS).png|250x250px]]",2485,13,1,,16,12,13,7,1,1,0,0,0,0,0,0,4,6,8,4,4
Goblin (Vault of War),4,Level 16,Goblin,"[[File:Goblin (level 16).png|250x250px]][[File:Goblin (level 16, helmet).png|250x250px]]","2487, 2489",16,1,,22,13,11,14,1,1,22,22,0,0,0,0,0,0,0,0,0
Goblin (Vault of War),5,Level 25,Goblin,[[File:Goblin (level 25).png|250x250px]],2488,25,1,,26,22,23,17,1,1,0,0,0,0,0,0,14,16,18,14,14
Goblin (God Wars Dungeon),1,Level 12 (banner),Goblin,"[[File:Goblin (level 12, banner).png|250x250px]]",2247,12,1,,3,15,6,19,1,1,0,0,0,0,0,0,0,0,0,0,0
Goblin (God Wars Dungeon),2,Level 12,Goblin,[[File:Goblin (level 12).png|250x250px]],2246,12,1,,15,12,6,13,1,1,0,0,0,0,0,0,0,0,0,0,0
Goblin (God Wars Dungeon),3,Level 13,Goblin,"[[File:Goblin (level 13, GWD).png|250x250px]]",2249,13,1,,13,11,6,20,1,1,0,0,0,0,0,0,0,0,0,0,0
Goblin (God Wars Dungeon),4,Level 15,Goblin,[[File:Goblin (level 15).png|250x250px]],2248,15,1,,16,16,6,19,1,1,0,0,0,0,0,0,0,0,0,0,0
Goblin (God Wars Dungeon),5,Level 17,Goblin,[[File:Goblin (level 17).png|250x250px]],2245,17,1,,18,14,16,14,1,1,0,0,0,0,0,0,0,0,0,0,0
Ghost (Grave of Scorpius),,,Ghost,[[File:Ghost (Grave of Scorpius).png|250x250px]],5370,24,1,"undead, spectral",20,23,20,23,1,1,0,0,0,0,0,0,0,0,0,0,0
Nylocas Prinkipas,1,Melee,Nylocas Prinkipas,[[File:Nylocas Prinkipas (melee).png|250px]],"10803, 10804",400,3,,400,200,175,25,25,175,0,30,300,300,0,30,0,0,0,0,0
Nylocas Prinkipas,2,Magic,Nylocas Prinkipas,[[File:Nylocas Prinkipas (magic).png|250px]],10805,400,3,,400,200,175,25,25,175,0,30,300,300,0,30,0,0,0,0,0
Nylocas Prinkipas,3,Ranged,Nylocas Prinkipas,[[File:Nylocas Prinkipas (ranged).png|250px]],10806,400,3,,400,200,175,25,25,175,0,30,300,300,0,30,0,0,0,0,0
Necromancer,,,Necromancer,[[File:Necromancer.png|110px]],11088,68,1,,80,56,56,50,60,1,0,0,10,10,0,0,8,8,8,4,0
Lynx,1,Level 21,Lynx,[[File:Lynx (lv 21).png|280px]],11068,21,2,,25,18,16,18,1,1,0,0,0,0,0,0,0,0,0,0,0
Lynx,2,Level 24,Lynx,[[File:Lynx (lv 24).png|280px]],11069,24,2,,30,20,18,20,1,1,0,0,0,0,0,0,0,0,0,0,0
Boar,1,Level 5,Boar,[[File:Boar (lv 5).png|260px]],11066,5,1,,8,5,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0
Boar,2,Level 7,Boar,[[File:Boar (lv 7).png|260px]],11067,7,2,,12,6,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0
Judge of Yama,,,Judge of Yama,[[File:Judge of Yama.png|250px]],"10936, 10938",168,3,demon,260,186,112,84,84,0,0,0,0,0,0,0,40,40,40,600,600
Phantom Hand,1,Left Hand,Phantom Hand,[[File:Phantom Hand (1).png|280px]],10957,47,1,,12,100,50,8,8,1,0,0,0,0,0,0,0,0,0,0,0
Phantom Hand,2,Right Hand,Phantom Hand,[[File:Phantom Hand (2).png|280px]],10958,47,1,,12,100,50,8,8,1,0,0,0,0,0,0,0,0,0,0,0
Assassin (A Kingdom Divided),,,Assassin,"[[File:Assassin (A Kingdom Divided, 1).png|120px]]",10940,132,1,,120,112,112,92,92,112,0,0,0,0,0,0,50,50,50,20,50
Assassin (A Kingdom Divided),,,Assassin,"[[File:Assassin (A Kingdom Divided, 2).png|120px]]",10941,132,1,,120,112,112,92,92,112,0,0,0,0,0,0,50,50,50,20,50
Barbarian Warlord,,,Barbarian Warlord,[[File:Barbarian Warlord.png|150px]],10989,91,,,80,90,90,50,40,1,0,0,0,0,0,0,15,20,15,0,10
